"name","parent","size","download_link"
"Luxembourg","Europe","43.3 MB","https://download.geofabrik.de/europe/luxembourg-latest.osm.pbf"
"Macedonia","Europe","26.4 MB","https://download.geofabrik.de/europe/macedonia-latest.osm.pbf"
"Malta","Europe","8.0 MB","https://download.geofabrik.de/europe/malta-latest.osm.pbf"
"Moldova","Europe","91 MB","https://download.geofabrik.de/europe/moldova-latest.osm.pbf"
"Monaco","Europe","646 KB","https://download.geofabrik.de/europe/monaco-latest.osm.pbf"
"Montenegro","Europe","30.8 MB","https://download.geofabrik.de/europe/montenegro-latest.osm.pbf"
"Netherlands","Europe","1.3 GB","https://download.geofabrik.de/europe/netherlands-latest.osm.pbf"
"Drenthe","Netherlands","58 MB","https://download.geofabrik.de/europe/netherlands/drenthe-latest.osm.pbf"
"Flevoland","Netherlands","31.7 MB","https://download.geofabrik.de/europe/netherlands/flevoland-latest.osm.pbf"
"Friesland","Netherlands","82 MB","https://download.geofabrik.de/europe/netherlands/friesland-latest.osm.pbf"
"Gelderland","Netherlands","179 MB","https://download.geofabrik.de/europe/netherlands/gelderland-latest.osm.pbf"
"Groningen","Netherlands","53 MB","https://download.geofabrik.de/europe/netherlands/groningen-latest.osm.pbf"
"Limburg","Netherlands","94 MB","https://download.geofabrik.de/europe/netherlands/limburg-latest.osm.pbf"
"Noord-Brabant","Netherlands","192 MB","https://download.geofabrik.de/europe/netherlands/noord-brabant-latest.osm.pbf"
"Noord-Holland","Netherlands","175 MB","https://download.geofabrik.de/europe/netherlands/noord-holland-latest.osm.pbf"
"Overijssel","Netherlands","104 MB","https://download.geofabrik.de/europe/netherlands/overijssel-latest.osm.pbf"
"Utrecht","Netherlands","90 MB","https://download.geofabrik.de/europe/netherlands/utrecht-latest.osm.pbf"
"Zeeland","Netherlands","41.0 MB","https://download.geofabrik.de/europe/netherlands/zeeland-latest.osm.pbf"
"Zuid-Holland","Netherlands","194 MB","https://download.geofabrik.de/europe/netherlands/zuid-holland-latest.osm.pbf"
"Norway","Europe","1.3 GB","https://download.geofabrik.de/europe/norway-latest.osm.pbf"
"Poland","Europe","1.9 GB","https://download.geofabrik.de/europe/poland-latest.osm.pbf"
"WojewÃ³dztwo dolnoÅlÄskie(Lower Silesian Voivodeship)","Poland","161 MB","https://download.geofabrik.de/europe/poland/dolnoslaskie-latest.osm.pbf"
"WojewÃ³dztwo kujawsko-pomorskie(Kuyavian-Pomeranian Voivodeship)","Poland","94 MB","https://download.geofabrik.de/europe/poland/kujawsko-pomorskie-latest.osm.pbf"
"WojewÃ³dztwo ÅÃ³dzkie(ÅÃ³dÅº Voivodeship)","Poland","116 MB","https://download.geofabrik.de/europe/poland/lodzkie-latest.osm.pbf"
"WojewÃ³dztwo lubelskie(Lublin Voivodeship)","Poland","128 MB","https://download.geofabrik.de/europe/poland/lubelskie-latest.osm.pbf"
"WojewÃ³dztwo lubuskie(Lubusz Voivodeship)","Poland","56 MB","https://download.geofabrik.de/europe/poland/lubuskie-latest.osm.pbf"
"WojewÃ³dztwo maÅopolskie(Lesser Poland Voivodeship)","Poland","178 MB","https://download.geofabrik.de/europe/poland/malopolskie-latest.osm.pbf"
"WojewÃ³dztwo mazowieckie(Mazovian Voivodeship)","Poland","271 MB","https://download.geofabrik.de/europe/poland/mazowieckie-latest.osm.pbf"
"WojewÃ³dztwo opolskie(Opole Voivodeship)","Poland","49.7 MB","https://download.geofabrik.de/europe/poland/opolskie-latest.osm.pbf"
"WojewÃ³dztwo podkarpackie(Subcarpathian Voivodeship)","Poland","134 MB","https://download.geofabrik.de/europe/poland/podkarpackie-latest.osm.pbf"
"WojewÃ³dztwo podlaskie(Podlaskie Voivodeship)","Poland","71 MB","https://download.geofabrik.de/europe/poland/podlaskie-latest.osm.pbf"
"WojewÃ³dztwo pomorskie(Pomeranian Voivodeship)","Poland","104 MB","https://download.geofabrik.de/europe/poland/pomorskie-latest.osm.pbf"
"WojewÃ³dztwo ÅlÄskie(Silesian Voivodeship)","Poland","169 MB","https://download.geofabrik.de/europe/poland/slaskie-latest.osm.pbf"
"WojewÃ³dztwo ÅwiÄtokrzyskie(ÅwiÄtokrzyskie Voivodeship)","Poland","77 MB","https://download.geofabrik.de/europe/poland/swietokrzyskie-latest.osm.pbf"
"WojewÃ³dztwo warmiÅsko-mazurskie(Warmian-Masurian Voivodeship)","Poland","78 MB","https://download.geofabrik.de/europe/poland/warminsko-mazurskie-latest.osm.pbf"
"WojewÃ³dztwo wielkopolskie(Greater Poland Voivodeship)","Poland","143 MB","https://download.geofabrik.de/europe/poland/wielkopolskie-latest.osm.pbf"
"WojewÃ³dztwo zachodniopomorskie(West Pomeranian Voivodeship)","Poland","89 MB","https://download.geofabrik.de/europe/poland/zachodniopomorskie-latest.osm.pbf"
"Portugal","Europe","370 MB","https://download.geofabrik.de/europe/portugal-latest.osm.pbf"
"Romania","Europe","291 MB","https://download.geofabrik.de/europe/romania-latest.osm.pbf"
"Russian Federation","Europe","3.7 GB","https://download.geofabrik.de/russia-latest.osm.pbf"
"Serbia","Europe","212 MB","https://download.geofabrik.de/europe/serbia-latest.osm.pbf"
"Slovakia","Europe","306 MB","https://download.geofabrik.de/europe/slovakia-latest.osm.pbf"
"Slovenia","Europe","289 MB","https://download.geofabrik.de/europe/slovenia-latest.osm.pbf"
"Spain","Europe","1.3 GB","https://download.geofabrik.de/europe/spain-latest.osm.pbf"
"AndalucÃ­a","Spain","154 MB","https://download.geofabrik.de/europe/spain/andalucia-latest.osm.pbf"
"AragÃ³n","Spain","82 MB","https://download.geofabrik.de/europe/spain/aragon-latest.osm.pbf"
"Asturias","Spain","33.1 MB","https://download.geofabrik.de/europe/spain/asturias-latest.osm.pbf"
"Cantabria","Spain","31.8 MB","https://download.geofabrik.de/europe/spain/cantabria-latest.osm.pbf"
"Castilla-La Mancha","Spain","94 MB","https://download.geofabrik.de/europe/spain/castilla-la-mancha-latest.osm.pbf"
"Castilla y LeÃ³n","Spain","154 MB","https://download.geofabrik.de/europe/spain/castilla-y-leon-latest.osm.pbf"
"CataluÃ±a","Spain","240 MB","https://download.geofabrik.de/europe/spain/cataluna-latest.osm.pbf"
"Ceuta","Spain","559 KB","https://download.geofabrik.de/europe/spain/ceuta-latest.osm.pbf"
"Extremadura","Spain","36.3 MB","https://download.geofabrik.de/europe/spain/extremadura-latest.osm.pbf"
"Galicia","Spain","100 MB","https://download.geofabrik.de/europe/spain/galicia-latest.osm.pbf"
"Islas Baleares","Spain","43.0 MB","https://download.geofabrik.de/europe/spain/islas-baleares-latest.osm.pbf"
"La Rioja","Spain","11.3 MB","https://download.geofabrik.de/europe/spain/la-rioja-latest.osm.pbf"
"Madrid","Spain","75 MB","https://download.geofabrik.de/europe/spain/madrid-latest.osm.pbf"
"Melilla","Spain","769 KB","https://download.geofabrik.de/europe/spain/melilla-latest.osm.pbf"
"Murcia","Spain","32.3 MB","https://download.geofabrik.de/europe/spain/murcia-latest.osm.pbf"
"Navarra","Spain","32.9 MB","https://download.geofabrik.de/europe/spain/navarra-latest.osm.pbf"
"PaÃ­s Vasco","Spain","63 MB","https://download.geofabrik.de/europe/spain/pais-vasco-latest.osm.pbf"
"Valencia","Spain","126 MB","https://download.geofabrik.de/europe/spain/valencia-latest.osm.pbf"
"Sweden","Europe","746 MB","https://download.geofabrik.de/europe/sweden-latest.osm.pbf"
"Switzerland","Europe","490 MB","https://download.geofabrik.de/europe/switzerland-latest.osm.pbf"
"Turkey","Europe","581 MB","https://download.geofabrik.de/europe/turkey-latest.osm.pbf"
"Ukraine (with Crimea)","Europe","800 MB","https://download.geofabrik.de/europe/ukraine-latest.osm.pbf"
"United Kingdom","Europe","1.9 GB","https://download.geofabrik.de/europe/united-kingdom-latest.osm.pbf"
"Bermuda","United Kingdom","1.9 MB","https://download.geofabrik.de/europe/united-kingdom/bermuda-latest.osm.pbf"
"England","United Kingdom","1.5 GB","https://download.geofabrik.de/europe/united-kingdom/england-latest.osm.pbf"
"Bedfordshire","England","11.8 MB","https://download.geofabrik.de/europe/united-kingdom/england/bedfordshire-latest.osm.pbf"
"Berkshire","England","20.6 MB","https://download.geofabrik.de/europe/united-kingdom/england/berkshire-latest.osm.pbf"
"Bristol","England","12.2 MB","https://download.geofabrik.de/europe/united-kingdom/england/bristol-latest.osm.pbf"
"Buckinghamshire","England","19.8 MB","https://download.geofabrik.de/europe/united-kingdom/england/buckinghamshire-latest.osm.pbf"
"Cambridgeshire","England","30.9 MB","https://download.geofabrik.de/europe/united-kingdom/england/cambridgeshire-latest.osm.pbf"
"Cheshire","England","34.6 MB","https://download.geofabrik.de/europe/united-kingdom/england/cheshire-latest.osm.pbf"
"Cornwall","England","30.1 MB","https://download.geofabrik.de/europe/united-kingdom/england/cornwall-latest.osm.pbf"
"Cumbria","England","41.1 MB","https://download.geofabrik.de/europe/united-kingdom/england/cumbria-latest.osm.pbf"
"Derbyshire","England","39.4 MB","https://download.geofabrik.de/europe/united-kingdom/england/derbyshire-latest.osm.pbf"
"Devon","England","52 MB","https://download.geofabrik.de/europe/united-kingdom/england/devon-latest.osm.pbf"
"Dorset","England","27.5 MB","https://download.geofabrik.de/europe/united-kingdom/england/dorset-latest.osm.pbf"
"Durham","England","20.6 MB","https://download.geofabrik.de/europe/united-kingdom/england/durham-latest.osm.pbf"
"East Sussex","England","18.8 MB","https://download.geofabrik.de/europe/united-kingdom/england/east-sussex-latest.osm.pbf"
"East Yorkshire with Hull","England","17.5 MB","https://download.geofabrik.de/europe/united-kingdom/england/east-yorkshire-with-hull-latest.osm.pbf"
"Essex","England","44.6 MB","https://download.geofabrik.de/europe/united-kingdom/england/essex-latest.osm.pbf"
"Gloucestershire","England","37.2 MB","https://download.geofabrik.de/europe/united-kingdom/england/gloucestershire-latest.osm.pbf"
"Greater London","England","112 MB","https://download.geofabrik.de/europe/united-kingdom/england/greater-london-latest.osm.pbf"
"Greater Manchester","England","45.4 MB","https://download.geofabrik.de/europe/united-kingdom/england/greater-manchester-latest.osm.pbf"
"Hampshire","England","59 MB","https://download.geofabrik.de/europe/united-kingdom/england/hampshire-latest.osm.pbf"
"Herefordshire","England","10.1 MB","https://download.geofabrik.de/europe/united-kingdom/england/herefordshire-latest.osm.pbf"
"Hertfordshire","England","30.7 MB","https://download.geofabrik.de/europe/united-kingdom/england/hertfordshire-latest.osm.pbf"
"Isle of Wight","England","8.1 MB","https://download.geofabrik.de/europe/united-kingdom/england/isle-of-wight-latest.osm.pbf"
"Kent","England","46.2 MB","https://download.geofabrik.de/europe/united-kingdom/england/kent-latest.osm.pbf"
"Lancashire","England","36.7 MB","https://download.geofabrik.de/europe/united-kingdom/england/lancashire-latest.osm.pbf"
"Leicestershire","England","17.4 MB","https://download.geofabrik.de/europe/united-kingdom/england/leicestershire-latest.osm.pbf"
"Lincolnshire","England","38.0 MB","https://download.geofabrik.de/europe/united-kingdom/england/lincolnshire-latest.osm.pbf"
"Merseyside","England","22.0 MB","https://download.geofabrik.de/europe/united-kingdom/england/merseyside-latest.osm.pbf"
"Norfolk","England","42.0 MB","https://download.geofabrik.de/europe/united-kingdom/england/norfolk-latest.osm.pbf"
"North Yorkshire","England","55 MB","https://download.geofabrik.de/europe/united-kingdom/england/north-yorkshire-latest.osm.pbf"
"Northamptonshire","England","19.4 MB","https://download.geofabrik.de/europe/united-kingdom/england/northamptonshire-latest.osm.pbf"
"Northumberland","England","24.0 MB","https://download.geofabrik.de/europe/united-kingdom/england/northumberland-latest.osm.pbf"
"Nottinghamshire","England","34.9 MB","https://download.geofabrik.de/europe/united-kingdom/england/nottinghamshire-latest.osm.pbf"
"Oxfordshire","England","24.5 MB","https://download.geofabrik.de/europe/united-kingdom/england/oxfordshire-latest.osm.pbf"
"Rutland","England","1.8 MB","https://download.geofabrik.de/europe/united-kingdom/england/rutland-latest.osm.pbf"
"Shropshire","England","22.5 MB","https://download.geofabrik.de/europe/united-kingdom/england/shropshire-latest.osm.pbf"
"Somerset","England","43.9 MB","https://download.geofabrik.de/europe/united-kingdom/england/somerset-latest.osm.pbf"
"South Yorkshire","England","24.6 MB","https://download.geofabrik.de/europe/united-kingdom/england/south-yorkshire-latest.osm.pbf"
"Staffordshire","England","27.7 MB","https://download.geofabrik.de/europe/united-kingdom/england/staffordshire-latest.osm.pbf"
"Suffolk","England","29.7 MB","https://download.geofabrik.de/europe/united-kingdom/england/suffolk-latest.osm.pbf"
"Surrey","England","38.9 MB","https://download.geofabrik.de/europe/united-kingdom/england/surrey-latest.osm.pbf"
"Tyne and Wear","England","17.1 MB","https://download.geofabrik.de/europe/united-kingdom/england/tyne-and-wear-latest.osm.pbf"
"Warwickshire","England","22.4 MB","https://download.geofabrik.de/europe/united-kingdom/england/warwickshire-latest.osm.pbf"
"West Midlands","England","54 MB","https://download.geofabrik.de/europe/united-kingdom/england/west-midlands-latest.osm.pbf"
"West Sussex","England","43.3 MB","https://download.geofabrik.de/europe/united-kingdom/england/west-sussex-latest.osm.pbf"
"West Yorkshire","England","46.8 MB","https://download.geofabrik.de/europe/united-kingdom/england/west-yorkshire-latest.osm.pbf"
"Wiltshire","England","29.0 MB","https://download.geofabrik.de/europe/united-kingdom/england/wiltshire-latest.osm.pbf"
"Worcestershire","England","18.0 MB","https://download.geofabrik.de/europe/united-kingdom/england/worcestershire-latest.osm.pbf"
"Falkland Islands","United Kingdom","5.2 MB","https://download.geofabrik.de/europe/united-kingdom/falklands-latest.osm.pbf"
"Scotland","United Kingdom","288 MB","https://download.geofabrik.de/europe/united-kingdom/scotland-latest.osm.pbf"
"Wales","United Kingdom","130 MB","https://download.geofabrik.de/europe/united-kingdom/wales-latest.osm.pbf"
"North America","root","17.0 GB","https://download.geofabrik.de/north-america-latest.osm.pbf"
"Canada","North America","5.7 GB","https://download.geofabrik.de/north-america/canada-latest.osm.pbf"
"Alberta","Canada","312 MB","https://download.geofabrik.de/north-america/canada/alberta-latest.osm.pbf"
"British Columbia","Canada","1.1 GB","https://download.geofabrik.de/north-america/canada/british-columbia-latest.osm.pbf"
"Manitoba","Canada","192 MB","https://download.geofabrik.de/north-america/canada/manitoba-latest.osm.pbf"
"New Brunswick","Canada","61 MB","https://download.geofabrik.de/north-america/canada/new-brunswick-latest.osm.pbf"
"Newfoundland and Labrador","Canada","245 MB","https://download.geofabrik.de/north-america/canada/newfoundland-and-labrador-latest.osm.pbf"
"Northwest Territories","Canada","403 MB","https://download.geofabrik.de/north-america/canada/northwest-territories-latest.osm.pbf"
"Nova Scotia","Canada","92 MB","https://download.geofabrik.de/north-america/canada/nova-scotia-latest.osm.pbf"
"Nunavut","Canada","1.2 GB","https://download.geofabrik.de/north-america/canada/nunavut-latest.osm.pbf"
"Ontario","Canada","864 MB","https://download.geofabrik.de/north-america/canada/ontario-latest.osm.pbf"
"Prince Edward Island","Canada","10.2 MB","https://download.geofabrik.de/north-america/canada/prince-edward-island-latest.osm.pbf"
"Quebec","Canada","1.1 GB","https://download.geofabrik.de/north-america/canada/quebec-latest.osm.pbf"
"Saskatchewan","Canada","103 MB","https://download.geofabrik.de/north-america/canada/saskatchewan-latest.osm.pbf"
"Yukon","Canada","69 MB","https://download.geofabrik.de/north-america/canada/yukon-latest.osm.pbf"
"Greenland","North America","20.0 MB","https://download.geofabrik.de/north-america/greenland-latest.osm.pbf"
"Mexico","North America","583 MB","https://download.geofabrik.de/north-america/mexico-latest.osm.pbf"
"United States of America","North America","10.7 GB","https://download.geofabrik.de/north-america/us-latest.osm.pbf"
"Alabama","United States of America","131 MB","https://download.geofabrik.de/north-america/us/alabama-latest.osm.pbf"
"Alaska","United States of America","133 MB","https://download.geofabrik.de/north-america/us/alaska-latest.osm.pbf"
"Arizona","United States of America","272 MB","https://download.geofabrik.de/north-america/us/arizona-latest.osm.pbf"
"Arkansas","United States of America","85 MB","https://download.geofabrik.de/north-america/us/arkansas-latest.osm.pbf"
"California","United States of America","1.2 GB","https://download.geofabrik.de/north-america/us/california-latest.osm.pbf"
"Northern California","California","595 MB","https://download.geofabrik.de/north-america/us/california/norcal-latest.osm.pbf"
"Southern California","California","615 MB","https://download.geofabrik.de/north-america/us/california/socal-latest.osm.pbf"
"Colorado","United States of America","332 MB","https://download.geofabrik.de/north-america/us/colorado-latest.osm.pbf"
"Connecticut","United States of America","201 MB","https://download.geofabrik.de/north-america/us/connecticut-latest.osm.pbf"
"Delaware","United States of America","19.7 MB","https://download.geofabrik.de/north-america/us/delaware-latest.osm.pbf"
"District of Columbia","United States of America","19.3 MB","https://download.geofabrik.de/north-america/us/district-of-columbia-latest.osm.pbf"
"Florida","United States of America","600 MB","https://download.geofabrik.de/north-america/us/florida-latest.osm.pbf"
"Georgia","United States of America","325 MB","https://download.geofabrik.de/north-america/us/georgia-latest.osm.pbf"
"Hawaii","United States of America","23.4 MB","https://download.geofabrik.de/north-america/us/hawaii-latest.osm.pbf"
"Idaho","United States of America","113 MB","https://download.geofabrik.de/north-america/us/idaho-latest.osm.pbf"
"Illinois","United States of America","312 MB","https://download.geofabrik.de/north-america/us/illinois-latest.osm.pbf"
"Indiana","United States of America","171 MB","https://download.geofabrik.de/north-america/us/indiana-latest.osm.pbf"
"Iowa","United States of America","122 MB","https://download.geofabrik.de/north-america/us/iowa-latest.osm.pbf"
"Kansas","United States of America","98 MB","https://download.geofabrik.de/north-america/us/kansas-latest.osm.pbf"
"Kentucky","United States of America","141 MB","https://download.geofabrik.de/north-america/us/kentucky-latest.osm.pbf"
"Louisiana","United States of America","133 MB","https://download.geofabrik.de/north-america/us/louisiana-latest.osm.pbf"
"Maine","United States of America","83 MB","https://download.geofabrik.de/north-america/us/maine-latest.osm.pbf"
"Maryland","United States of America","194 MB","https://download.geofabrik.de/north-america/us/maryland-latest.osm.pbf"
"Massachusetts","United States of America","287 MB","https://download.geofabrik.de/north-america/us/massachusetts-latest.osm.pbf"
"Michigan","United States of America","279 MB","https://download.geofabrik.de/north-america/us/michigan-latest.osm.pbf"
"Minnesota","United States of America","252 MB","https://download.geofabrik.de/north-america/us/minnesota-latest.osm.pbf"
"Mississippi","United States of America","86 MB","https://download.geofabrik.de/north-america/us/mississippi-latest.osm.pbf"
"Missouri","United States of America","172 MB","https://download.geofabrik.de/north-america/us/missouri-latest.osm.pbf"
"Montana","United States of America","92 MB","https://download.geofabrik.de/north-america/us/montana-latest.osm.pbf"
"Nebraska","United States of America","85 MB","https://download.geofabrik.de/north-america/us/nebraska-latest.osm.pbf"
"Nevada","United States of America","112 MB","https://download.geofabrik.de/north-america/us/nevada-latest.osm.pbf"
"New Hampshire","United States of America","64 MB","https://download.geofabrik.de/north-america/us/new-hampshire-latest.osm.pbf"
"New Jersey","United States of America","148 MB","https://download.geofabrik.de/north-america/us/new-jersey-latest.osm.pbf"
"New Mexico","United States of America","123 MB","https://download.geofabrik.de/north-america/us/new-mexico-latest.osm.pbf"
"New York","United States of America","459 MB","https://download.geofabrik.de/north-america/us/new-york-latest.osm.pbf"
"North Carolina","United States of America","390 MB","https://download.geofabrik.de/north-america/us/north-carolina-latest.osm.pbf"
"North Dakota","United States of America","119 MB","https://download.geofabrik.de/north-america/us/north-dakota-latest.osm.pbf"
"Ohio","United States of America","280 MB","https://download.geofabrik.de/north-america/us/ohio-latest.osm.pbf"
"Oklahoma","United States of America","153 MB","https://download.geofabrik.de/north-america/us/oklahoma-latest.osm.pbf"
"Oregon","United States of America","230 MB","https://download.geofabrik.de/north-america/us/oregon-latest.osm.pbf"
"Pennsylvania","United States of America","307 MB","https://download.geofabrik.de/north-america/us/pennsylvania-latest.osm.pbf"
"Puerto Rico","United States of America","67 MB","https://download.geofabrik.de/north-america/us/puerto-rico-latest.osm.pbf"
"Rhode Island","United States of America","46.8 MB","https://download.geofabrik.de/north-america/us/rhode-island-latest.osm.pbf"
"South Carolina","United States of America","148 MB","https://download.geofabrik.de/north-america/us/south-carolina-latest.osm.pbf"
"South Dakota","United States of America","41.2 MB","https://download.geofabrik.de/north-america/us/south-dakota-latest.osm.pbf"
"Tennessee","United States of America","164 MB","https://download.geofabrik.de/north-america/us/tennessee-latest.osm.pbf"
"Texas","United States of America","642 MB","https://download.geofabrik.de/north-america/us/texas-latest.osm.pbf"
"United States Virgin Islands","United States of America","2.9 MB","https://download.geofabrik.de/north-america/us/us-virgin-islands-latest.osm.pbf"
"Utah","United States of America","146 MB","https://download.geofabrik.de/north-america/us/utah-latest.osm.pbf"
"Vermont","United States of America","42.1 MB","https://download.geofabrik.de/north-america/us/vermont-latest.osm.pbf"
"Virginia","United States of America","395 MB","https://download.geofabrik.de/north-america/us/virginia-latest.osm.pbf"
"Washington","United States of America","326 MB","https://download.geofabrik.de/north-america/us/washington-latest.osm.pbf"
"West Virginia","United States of America","89 MB","https://download.geofabrik.de/north-america/us/west-virginia-latest.osm.pbf"
"Wisconsin","United States of America","270 MB","https://download.geofabrik.de/north-america/us/wisconsin-latest.osm.pbf"
"Wyoming","United States of America","82 MB","https://download.geofabrik.de/north-america/us/wyoming-latest.osm.pbf"
"South America","root","3.6 GB","https://download.geofabrik.de/south-america-latest.osm.pbf"
"Argentina","South America","383 MB","https://download.geofabrik.de/south-america/argentina-latest.osm.pbf"
"Bolivia","South America","157 MB","https://download.geofabrik.de/south-america/bolivia-latest.osm.pbf"
"Brazil","South America","1.8 GB","https://download.geofabrik.de/south-america/brazil-latest.osm.pbf"
"Centro-Oeste","Brazil","134 MB","https://download.geofabrik.de/south-america/brazil/centro-oeste-latest.osm.pbf"
"Nordeste","Brazil","397 MB","https://download.geofabrik.de/south-america/brazil/nordeste-latest.osm.pbf"
"Norte","Brazil","141 MB","https://download.geofabrik.de/south-america/brazil/norte-latest.osm.pbf"
"Sudeste","Brazil","788 MB","https://download.geofabrik.de/south-america/brazil/sudeste-latest.osm.pbf"
"Sul","Brazil","387 MB","https://download.geofabrik.de/south-america/brazil/sul-latest.osm.pbf"
"Chile","South America","313 MB","https://download.geofabrik.de/south-america/chile-latest.osm.pbf"
"Colombia","South America","292 MB","https://download.geofabrik.de/south-america/colombia-latest.osm.pbf"
"Ecuador","South America","109 MB","https://download.geofabrik.de/south-america/ecuador-latest.osm.pbf"
"Guyana","South America","14.3 MB","https://download.geofabrik.de/south-america/guyana-latest.osm.pbf"
"Paraguay","South America","145 MB","https://download.geofabrik.de/south-america/paraguay-latest.osm.pbf"
"Peru","South America","224 MB","https://download.geofabrik.de/south-america/peru-latest.osm.pbf"
"Suriname","South America","19.9 MB","https://download.geofabrik.de/south-america/suriname-latest.osm.pbf"
"Uruguay","South America","52 MB","https://download.geofabrik.de/south-america/uruguay-latest.osm.pbf"
"Venezuela","South America","99 MB","https://download.geofabrik.de/south-america/venezuela-latest.osm.pbf"
